index,premise,hypothesis,label
16725,부유한 집에서 태어난 김지훈은 2년 동안의 미국 유학을 보내다 스무 살이 되어 대한민국에 온 뒤 2년 동안 고등학교 생활을 보낸다.,김지훈은 대한민국에서 대학을 다닌다.,neutral
16726,"또 경제생태계 혁신 및 복원력 강화를 위해 주력산업 혁신 가속화, 개방형혁신 생태계 및 혁신기반 강화, 경제생태계 복원력 강화를 핵심과제로 추진한다.",핵심과제에서 경제생태계 복원력 강화는 배제되었다.,contradiction
16727,호스트분이 굉장히 친절하고 유쾌합니다.,유쾌하신 호스트분이 있습니다.,entailment
16728,중대본은 이날 회의에서 감염에 취약하다고 판단되는 방역 사각지대를 기획 점검한 결과를 공유하고 후속 조치를 논의했다.,방역 사각지대는 감염에 취약하다고 판단되는 곳이다.,entailment
16729,또한 9월 유엔총회 고위급 회기 중 보건과 안보 관련 고위급 부대행사 개최 추진 방안을 모색해 나가기로 했다.,안보와 보건 관련 고위급 부대행사 개최 추진 방안을 9월 유엔총회 고위급 회기 중 모색해 나가기로 했다.,entailment
16730,훈련소씬 부분은 역사상 최고의 각본이 아닐까 싶다.,훈련소 장면은 상을 받아야 마땅하지 않을까 싶다.,neutral
16731,또한 주인의 빠른 답변이 제일 좋았습니다.,주인은 답변을 빨리 해줬습니다.,entailment
16732,중앙방송사 춘천국 신입사원 윤승조는 보신탕집인 싸릿집 셋째 딸 오정희를 첫눈에 보고 반한다.,윤승조는 오정희를 보고도 아무 감정이 들지 않았다.,contradiction
16733,1984년 필립 그로닝은 그랑드샤르트뢰즈 수도원 측에 수사들의 삶을 담은 영화를 찍고 싶다는 제의를 하였다.,필립 그로닝은 그랑드샤르트뢰즈 수도원 측에 제안 하나를 한다.,entailment
16734,원유철 미래한국당 대표가 2020년 5월 22일 회의를 열어 2020년 5월 29일까지 미래한국당을 미래통합당으로 합당하겠다고 결정했다.,미래한국당은 바뀌지 않는다고 결정났다.,contradiction
16735,연기부터 연출까지 뭐 하나 봐줄게 없다.,비평가들에게 혹평을 받을만 하다.,neutral
16736,장도연 씨는 남태현 씨의 적극적인 키스신 연습에 당황하며 부끄러움을 감추지 못했다.,남태현 씨는 키스신 연습을 적극적으로 했다.,entailment
16737,중국에서 활동한 유럽 화가들 역시 중국 회화의 영향을 받았고 전통 중국 회화를 바탕으로 다양한 표현 기법을 사용할 수 있었다.,중국에서 활동한 유럽 화가들은 전혀 중국 회화의 영향을 받지 않았다.,contradiction
16738,"청운효자동 주민센터에서 단원고 유가족들은 12일째 농성중이고, 대통령은 여전히 묵묵부답입니다.",단원고 유가족들은 농성 5일째에 철수했다.,contradiction
16739,2022년부터는 소방수요에 적합한 우수인재 확보를 위한 소방직무제도를 새롭게 도입한다.,2019년 이후 우수인재 확보를 위해 새롭게 도입된 제도는 없다.,contradiction
16740,호기심가득 견자단 연기 몰입감 있어요,견자단 연기에는 몰입이 안돼요.,contradiction
16741,다 빠지고 허세만 가득찬 속편에 홀로 나온 폴 워커,폴 워커는 허세가 다 빠졌다.,contradiction
16742,인물간의 감정선을 이끄는 카메라 앵글도 좋았구요.,극단적인 인물의 감정선을 카메라가 잘 이끌었어요.,neutral
16743,내인생에 있어 손까락에 꼽히는 영화 원작을 능가한 리메이크작,내 인생에서 손으로 셀 수 있는 원작을 뛰어넘는 리메이크작.,entailment
16744,"침대 , 식탁, 화장대 뭐 모든게 완벽했다.",맘에 드는 것이 많았다.,entailment
16745,기대이상의 공포 하지만 아쉬운 마무리,공포가 기대이상이다.,entailment
16746,"더불어 국책사업으로 수도권 순환철도망 안산 구간 연결도 추진되고 있어, 서해안권 최대의 교통 허브도시의 위용을 갖출 전망이다.",수도권 순환철도망 안산 구간 연결은 국책사업으로 추진되고 있다.,entailment
16747,그런데 우반이나 에스반 역에서 조금 멀리 있어요,우반역에서 조금 멀리 떨어져 있어요.,entailment
16748,"외식업체의 자발적 참여를 위해 식품진흥기금 등 지자체 재원을 활용, 개인 접시 등 물품과 융자를 지원한다.",물품과 융자를 지원하는데는 지자체 재원이 활용된다.,entailment
16749,에드는 세계 각국을 돌며 우주와 별에 대해 강연을 여는 저명한 교수이다.,에드는 저명한 교수이다.,entailment
16750,위치도 도보로 이동 가능하며 마트도 가까워요.,걸어서 갈 수 없어요.,contradiction
16751,평범한 소재를 좋은 영화로 이끌어내는 배우들의 힘,좋은 영화를 만들어내는 배우들의 연기력.,neutral
16752,뭐 그래도 위치랑 깨끗한거로 괜찮았어요,위치가 마음에 들었어요.,entailment
16753,이런 민간기업의 참여는 규제개혁이 반드시 선행돼야 한다.,이런 민간기업의 참여는 규제개혁이 반드시 뒤따라와야한다.,contradiction
16754,곡성군은 3월부터 12월까지의 활동 결과에 따라 우수한 팀을 선정하여 포상금을 지급하고 실적가점을 주는 등 다양한 인센티브를 부여 할 계획이다.,곡성군은 1년간의 활동을 통해 우수한 팀을 선정한다.,contradiction
16755,아름답고 화려한 영상미에 스토리 짜임새도 훌륭합니다.,영상미가 어둡고 칙칙합니다.,contradiction
16756,목포시가 2019년도 공동주택 지원사업을 추진한다.,목포시는 2019년에는 지원 사업을 실시하지 않기로 했다.,contradiction
16757,전설의 김승호 의 연기를 보는재미 참 귀여우셨내,김승호가 연기했다.,entailment
16758,지역주민의 학교운영위원회 참여는 주민자치라는 민주주의 원리와 무관하지 않으며 학교의 운영에 지역사회의 특성과 요구를 반영하기 위한 것이다.,주민자치라는 민주주의 원리와 연관된 것은 지역주민의 학교운영위원회 참여이다.,entailment
16759,"구체적으로 후쿠시마 역과 신조 역 사이의 야마가타 신칸센, 오우 본선의 요네자와 역과 야마가타 역 사이의 재래선 운행이다.",후쿠시마 역과 신조 역 사이의 야마가타 신칸센은 포함되지 않는다.,contradiction
16760,하지만 신주쿠가아닌 아사쿠사나 치바지역으로 일정을 잡으신분들이 이용하시기엔 지리적으로 멀수 있습니다.,신주쿠는 지리적으로 아사쿠사나 치바지역보다는 가깝습니다.,entailment
16761,매우 훌륭한 위치와 시설이 있는 숙소입니다,오래되었지만 깔끔하고 제 기능을 다하는 시설이 있는 숙소입니다.,neutral
16762,등장인물의 대사와 생각은 말풍선이라는 틀 안에 문자로 쓰여진다.,모든 대사는 반드시 말풍선 틀안에만 써야한다.,neutral
16763,일년동안 쏟을 눈물 이 영화 하나로 다 쏟는다,이 영화를 보고 눈이 부었다.,neutral
16764,소년 소녀의 순수한 사랑을 잘표현한 잔잔하고 감동있는영화,자극적이게 중년 남녀의 불륜을 잘 표현한 더러운 영화.,contradiction
16765,혜수는 법원에 개명 허가신청서를 내지만 이유 불충분으로 기각되자 탤런트 김혜수에게 언니의 이름을 바꿔 달라는 편지를 보낸다.,혜수는 이름을 바꾸고 싶어한다.,entailment
16766,"또한 미래 일자리 정책을 위한 고양시를 비롯한 타 시군의 사례들을 점검하고, 각계 전문가들의 의견을 듣는 시간이 이어졌다.",미래 일자리 정책을 위한 고양시를 비롯한 경기도내 타 시군의 사례를 점검했다.,neutral
16767,김분 할머니가 죽을때까지 기다렸던 사람과 만나는 장면은 눈물 없이 볼 수 없네요.,김분 할머니가 죽을때까지 기다렸던 사람과 만나는 장면을 보고도 전혀 눈물을 흘리지 않았어요.,contradiction
16768,한편으로는 군대가 생각나게만드는 역할놀이,역할놀이에서 왠지 군대가 생각남.,entailment
16769,"그 이외에도 주변의 도움 없이 스스로 마스크를 착용하고 벗기 어려운 사람, 마스크 착용 시 호흡이 어려운 사람은 과태료 부과 대상에서 제외될 수 있다.",마스크 착용 시 호흡에 제한이 있는 사람의 경우에만 과태료 부과 대상에서 제외될 수 있다.,contradiction
16770,처음 듣는 칭찬에 홍탁집 모자는 놀란 기색을 드러냈다.,홍탁집 모자는 아주 덤덤했다.,contradiction
16771,"이는 유럽의 대다수 나라들과 아프리카의 나라들, 중국, 일본이 포함된 수치로 추정된다.",이는 다양한 대륙의 국가들이 포함된 수치로 추정된다.,entailment
16772,또 청년 디지털 일자리와 청년들의 일 경험 지원을 위해 각각 5만개의 일자리를 만들 계획입니다.,5만개의 일자리가 각각 청년 디지털 일자리와 청년들의 일 경험 지원을 위해 만들어질 계획입니다.,entailment
16773,지금까지 학교에서 수행하던 업무를 학교지원센터로 이관하는 데 따른 일부 법령개정과 업무 한계의 명확한 구분 등이 선행되어야 하기 때문이다.,여태껏 학교에서 수행하던 업무를 학교지원센터로 이관하는 데 따른 일부 법령개정과 업무 한계의 명확한 구분 등이 먼저 실행되어야 하기 때문이다.,entailment
16774,또한 강연이 끝난 후 각 국의 업무 담당자들로부터 사전 접수한 질문과 함께 현장에서 실시간 질문을 받아 질의응답이 진행될 예정이다.,질의응답은 30분간 진행될 예정이다.,neutral
16775,발렌티나 마트비옌코 러시아 상원의장은 조약 비준 절차가 이번 주말까지 완료될 것이라고 말했다.,발렌티나 마트비옌코는 상원의장이 아니다.,contradiction
16776,국토교통부는 서울 영등포 쪽방촌 공공주택사업 지역을 공공주택지구로 지정한다고 15일 밝혔다.,서울 영등포에는 공공주택사업 지역이 없다.,contradiction
16777,각자에게 작은 과자와 음료를 주셨습니다.,음료는 커피였습니다.,neutral
16778,일반공급요건을 갖춘 사람 중 행복주택이 위치하는 자치구에 거주 또는 근무 여부에따라 우선공급 대상자가 된다.,행복주택이 있는 곳에 거주하면 우선으로 공급받을 수 있다.,entailment
16779,아날로그 감성을 디지털 형식에 담다.,아날로그 감성에 디지털 형식은 별로다.,neutral
16780,영화 본후의 관객 표정이 더 무서웠다.,영화 본 후 관객표정보다는 더 무서웠다.,contradiction
16781,101빌딩 근처에 나름 즐길거리가 많습니다.,101빌딩 주변에 젊은이들이 즐길거리가 많습니다.,neutral
16782,리그 오브 레전드 이용자들 중 실력이 올라도 랭크가 오르지 않는다고 불만을 드러내는 이용자도 많았다.,리그 오브 레전드 이용자들 중에는 자신의 실력이 랭크에 반영되지 않는다고 불만을 드러내는 이용자도 많았다.,entailment
16783,우리나라 스릴러 영화중에 제일 괜찮았던거 같아요,우리나라 스럴러 영화는 수준이 높아요.,neutral
16784,녹색기업을 육성하고 산단을 조성하는 등 녹색산업 생태계 구축에도 2025년까지 7조6000억원을 투자해 일자리 6만3000개를 만든다.,녹색산업 생태계 구축에도 7조 이상을 투자한다.,entailment
16785,이로써 그의 주요 공약들이 앞으로 미국과 세계의 정세를 파악하는 데 중요한 기준이 될 것으로 보인다.,그는 몇가지 주요 공약들을 내세웠다.,entailment
16786,아브라모비치는 지난 2003년 영국 첼시 구단을 인수한 뒤 주로 영국에서 사업활동을 해 왔다.,아브라모비치는 유럽에서 사업을 한다.,entailment
16787,북일면은 올해 하반기에 문화재 현장을 방문하고 지역 축제 현장을 견학하는 오감체험 학습으로 교육을 진행할 계획이다.,올해 하반기에 문화재 현장이 열릴 예정이다.,entailment
16788,우선 사진이랑 정말 똑같다는 점이 좋았어요.,사진과 완전 똑같았어요.,entailment
16789,"이번 공공데이터 청년 인턴십은 한국판 뉴딜 핵심과제인 공공데이터 개방을 통해 데이터 댐을 함께 만들어나가는 프로그램으로, 올해 처음으로 시작하는 사업이다.",공공데이터 개방을 통해 대기업과 데이터 댐을 함께 만든다.,neutral
16790,삶에 대해 고뇌하는 작은 영웅의 이야기.,작은 영웅의 삶에 대한 고뇌가 나오는 이야기.,entailment
16791,"하지만 어제 특별한 대책이랍시고 내놨던 것들이, 과연 이번 사건이 터지고 나서야 할 수 있었던 것들인지도 의문스러운 상황입니다.",어제는 아무런 대책도 나오지 않았다.,contradiction
16792,마지막 장면은 진짜 아직도 가슴을 먹먹하게 한다,마지막 장면의 주인공의 모습이 아직도 가슴을 먹먹하게 한다.,neutral
16793,빙 제독과 그가 지휘하는 소규모 함대는 섬에서부터 도망쳐 온 미노르카 함대와 합류하였다.,빙 제독이 지휘하는 함대는 소규모이다.,entailment
16794,특히 매일 아침 거창한 아침식사는 최고였다.,간단한 아침 식사였다.,contradiction
16795,얘기를 듣고 스튜디오 패널들은 경악을 금치 못했다.,얘기는 지나치게 잔인했다.,neutral
16796,괴이한 내용과 허접한 구성 참 더러워 보였습니다,내용은 괴이했지만 구성은 완벽했습니다.,contradiction
16797,엔딩에서 뭔가 강한 메시지를 남기는 영화이죠,엔딩이 가장 인상깊은 영화이죠.,entailment
16798,"부산지역은 오전 6시 20분부터 운행을 재개하였고, 울산지역도 오전 7시를 기점으로 버스운행을 재개하였다.",부산과 울산지역에서 버스 운행을 중단 한 적이 있다.,entailment
16799,버스정류장이 집바로 앞에있어 아주 편합니다.,집 바로 앞에서는 버스를 탈 수 없습니다.,contradiction
16800,따스한 호스트와 집 모두 만족스러웠어요,집이 따스했어요.,neutral
16801,"이 지사는 2004년에 정상문 전 청와대 비서관의 사돈에게서, 그리고 2006년 박연차 전 태광실업 회장 등에게서 정치자금을 받은 혐의 등으로 기소됐다.",이 지사가 정치자금을 받은 것은 아직 확실하지 않다.,entailment
16802,강릉은 완속 여과지가 외부에 노출돼 운영함에 따라 유충이 유입된 것으로 조사됐다.,강릉에서 완속 여과지가 외부에 노출된 적이 없다.,contradiction
16803,대한민국 국토해양부와 4대강살리기추진본부는 4대강 방문객이 2012년 9월 9일을 기준으로 1000만 명을 넘어서게 된다고 밝혔다.,국토해양부와 4대강 방문객이 2012년 9월 9일을 기준으로 100만 명에 못미칠거라 밝혔다.,contradiction
16804,"그런데, 일본에서 그곳의 입구를 막아버렸습니다.",일본은 그곳의 입구를 개선했습니다.,contradiction
16805,이번 여행주간 특별과정은 무료이며 국립공원 예약통합시스템에서 29일 오전 10시부터 신청할 수 있다.,여행주간 특별과정은 유료이다.,contradiction
16806,"안전을 위해 소방관을 파견하는 것을 나쁘다고 할 수는 없지만, 여기에 소요되는 인력은 어떻게 충당할 것인지에 대한 고민은 없어보입니다.",소방관 파견과 더불어 인원 충족방법 역시 마련되어 있습니다.,contradiction
16807,"그리고 특히 체크인,체크아웃 시스템이 너무 편했습니다.","체크인, 체크아웃을 편하게 했습니다.",entailment
16808,알래스카에서 우연히 한 교회에 머물렀다.,교회에서 1주일가량을 머물렀다.,neutral
16809,이제 김지우작가 드라마 불안해서 안보렵니다.,김지우 작가의 드라마는 안보려구요.,entailment
16810,이와 함께 공단주변 하천 및 공장밀집지역 등에 대한 순찰 강화 등 환경감시활동을 하게 된다.,공장밀집지역에만 환경감시 활동을 하게 된다.,contradiction
16811,전자의 발견은 돌턴의 원자 모형에서 전기적으로 양성을 띤 부분과 전기적으로 음성을 띤 부분을 구별했다는 점에서 의의가 있다.,돌턴의 원자 모형에는 전기적으로 양성을 나타내는 부분이 있다.,entailment
16812,"또한 접수된 신고내용은 행안부에서 처리기관을 지정해 신속하게 처리하도록 통보하고, 결과는 신고인에게 문자메시지 등으로 알려준다.",신고내용 처리기관은 행안부에서 지정한다.,entailment
16813,청와대는 5월 30일 국방부 정책실장 등 군 관계자 수 명을 불러 보고 누락 과정을 집중 조사한 결과을 발표했다.,청와대가 국방부 정책실장은 부르지 않았다.,contradiction
16814,김상중 씨는 갓세븐 멤버들과 일렬로 서 춤을 추는가 하면 다 같이 손을 위로 모으는 단체 안무도 소화했다.,김상중 씨는 단체 안무도 소화했다.,entailment
16815,카다피는 이 날 방송에서 자신은 리비아에서 사망하겠다는 입장을 밝혀 시위대의 퇴진 요구를 거부했다.,카다피는 방송으로 퇴진 요구를 거부한다는 입장을 밝혔다.,entailment
16816,마치 볼일보고 뒤처리를 안한 느낌이 드는 결말이 마음에 안든다.,깔끔한 결말이 마음에 안든다.,contradiction
16817,"이에 따라 올해 상반기에 활용한 기간은 일괄 제외하고, 하반기에는 사용한 날 수에 관계없이 최대 90일의 특별연장근로가 가능하다.","올해 상반기에 활용한 기간은 일괄 제외하고, 하반기에는 사용한 날 수에 관계없이 특별연장근로를 최대 90일을 사용할 수 있다.",entailment
16818,미국 캘리포니아에 발생한 대형 화재를 진압하던 소방관들이 갑자기 느려진 데이터 속도로 구호 작업에 차질을 빚었다.,대형 화재는 미국 캘리포니아에서 자주 발생해왔다.,neutral
16819,"중앙부처 뿐만 아니라 공공기관, 기업, 금융기관, 학교, 종교계 등도 센터 개설을 위해 시설을 제공했다.",센터 개설을 위해 시설을 제공한 것은 공공기관 뿐이다.,contradiction
16820,꼭진짜스승과 제자를 보는듯한 연기였다.,진짜 스승과 제자의 관계이다.,contradiction
16821,설명회에 참석한 주민들은 이번 사업으로 여름철 집중호우시 침수피해가 해소될 것으로 기대하고 있다.,이번 사업은 여름철 집중호우 대비 하천 정비 사업이다.,neutral
16822,항공사의 기술 자문인 로버트 호바트 메이요는 전 세계에서 여객과 화물 운송을 할 항공기에 대한 시방서를 작성하였다.,시방서를 작성한 것은 항공사의 기술 자문이다.,entailment
16823,자유민주주의 국가에 대한 불신을 조장 할 수있는 위험한 영화라고 생각한다.,자유민주주의 국가에 대한 불신을 조장할 수 있는 영화라고 생각한다.,entailment
16824,선정적인 제목은 아쉽지만 내용은 좋은 영화,아쉬운 점이라고는 없는 영화.,contradiction
16825,언제 보아도 흥미진진한 좀비 영화의 바이블.,좀비 영화의 걸작이다.,entailment
16826,"운영이 중단되지 않는 모든 다중이용시설은 2단계에서의 방역수칙 의무화 조치, 이용 인원 제한 등에 더하여 저녁 9시 이후에는 영업을 중단하도록 한다.",다중이용시설 중 운영이 중단되지 않는 시설이 있다.,entailment
16827,제스퍼는 어떻게든 편지를 보낼 사람을 찾으려고 마을을 돌아다니다가 숲속에서 클라우스라는 한 노인을 만나게 된다.,클라우스는 제스퍼와 만난 적이 있다.,neutral
16828,자기 몸에 맞지 않는 옷을 입을 때 발생하는 상황.,맞지 않는 옷을 입으면 발생하는 상황.,entailment
16829,테라스가 전망이 보이는 테라스는 아니예요.,전망을 보려면 방의 창문으로 봐야해요.,neutral
16830,결과적으로 정말 탁월한 선택이었습니다.,탁월한 숙소였습니다.,neutral
16831,참여 희망 기업과 근로자는 누리집과 전담지원센터를 통해 더욱 자세한 내용을 확인할 수 있다.,근로자는 전담지원센터를 통해서만 자세한 내용을 알 수 있다.,contradiction
16832,이런 영화를 앞으로 또 볼 수 있을까,이런 영화를 보지 못했다.,contradiction
16833,이번 협약은 세 기관 간 해외투자유치 협력체계를 구축하고 이를 통한 시너지 창출 및 외국기업 유치 기반을 조성하기 위한 것이다.,이번 협약의 세 기관 모두 투자증권 회사이다.,neutral
16834,"글로벌 공급망이 재편되고 있고, 새로운 국제질서를 요구하고 있습니다.",글로벌 공급망이 다시 편성되고 있습니다.,entailment
16835,마이클 오브라이언 대외협력국장보의 주최로 양측은 지난 시간 동안 협력했던 결과를 재평가하고 앞으로의 협력에 대해 논의했다.,마이클 오브라이언 대외협력국장보는 논의 과정에 없었다.,contradiction
16836,마지막 유전무죄 그대사 진짜 명언이였다.,법원에서 했던 마지막 대사는 진짜 명언이었다.,neutral
16837,쇼와 20년 종전을 맞이한 일본의 하카타에 사는 아메 가는 사업에 실패한 아버지 도키지로를 대신해 장녀 마사코가 동생들을 돌보게 된다.,마사코는 친언니가 있다.,contradiction
16838,역이나 버스정류장에서 가까운 좋은 숙소였습니다.,숙소는 역에서 동떨어져 있었습니다.,contradiction
16839,진도군이 최근 군내면 둔전리 금골마루에서 지역주민들의 안전과 생활편의를 제공하기 위해 금골권역단위 종합정비사업 금골마루 개관식을 열었다.,금골마루 개관식은 주민자치위원회가 열었다.,contradiction
16840,"중앙부처 뿐만 아니라 공공기관, 기업, 금융기관, 학교, 종교계 등도 센터 개설을 위해 시설을 제공했다.",중앙부처도 센터 개설을 위해 시설을 제공했다.,entailment
16841,한국어 의사소통은 전혀 문제가 없습니다.,한국어로 의사소통 할 수 있습니다.,entailment
16842,많은 이들이 바다에서의 재충전을 기다리며 휴가계획을 세우겠지만 올해는 상황이 좀 다르다.,많은 이들이 바다에서의 재충전을 기다리고 있다.,entailment
16843,바로 주면에 모노프리가 있어 장보기도 편합니다.,모노프리가 근처에 있습니다.,entailment
16844,판빙빙 미모만 1점 그외엔 점수가 아깝다,판빙빙 미모를 제외하곤 점수를 주기도 아깝다.,entailment
16845,행사 중간 각종 경품권 추첨행사를 가져 생활용품과 가전 등 각종 상품을 전달했다.,행사 마지막에 경품권 추첨행사를 진행했다.,contradiction
16846,같은 잡지사에서 3년째 같이 일하며 늘 티격태격하는 주양과 부연은 영미가 면접 보는 날에도 제목 편집 문제로 다툰다.,주양과 부연은 같은 잡지사에서 일한지 3년째이다.,entailment
16847,마지막 경찰들 말이 이 영화의 진실이애요.,경찰들은 마지막에 사회 부조리에 대해 말해요.,neutral
16848,"사전신청 기간은 24일부터 오는 29일까지며, 당첨자는 30일 오후 4시에 발표된다.",신청은 행정복지센터에서 할 수 있다.,neutral
16849,문재인 대통령이 8일 미 대선 당선이 확실시 된 조 바이든 민주당 후보에 축하 메시지를 보냈다.,문재인 대통령은 9일 미국을 방문했다.,neutral
16850,아무리 생각해봐도 이영화 의미를 모르겟어.,이 영화의 의미를 알 수가 없어.,entailment
16851,"이 24명 중 재판 전에 자살한 로베르트 라이 , 병으로 심리가 정지된 구스타프 크루프 폰 보흘렌 운트 할바흐 의 경우 재판이 진행되지 않았다.",할바흐는 재판 전 스스로 목숨을 끊었다.,contradiction
16852,"한편 쇼헤이의 아내는 갑자기 귀가가 늦어지자, 바람을 피는 건 아닌지 걱정되어 탐정을 고용해 쇼헤이의 주변을 조사한다.",쇼헤이의 아내는 갑자기 귀가가 늦어진다.,entailment
16853,2019년에는 자활사업 활성화 방안으로 자활장려금 지원과 양질의 자활서비스를 제공하도록 지역자활센터 환경 개선비를 지원할 계획이다.,자활장려금과 자활서비스 중 하나를 택해야 한다.,neutral
16854,그리고 2박하는 내내 연락한통 없었어요.,2박을 하는 동안 연락 한 번 없었어요.,entailment
16855,시나리오가 탄탄한 한편의 영화를 보는듯했다.,영화를 보는 것 같은 느낌은 없었다.,contradiction
16856,"남북측 자유 왕래는 아직 이루어지지 않았지만, 같은 날 북측 판문점 초소에는 중국인 관광객들이 대거 몰려든 것으로 알려졌다.",남북측 자유 왕래는 아직 이루어지지 않았다.,entailment
16857,이와 함께 마스크 등 학교현장의 방역물품 보유현황을 조사해 부족한 물량을 지원하기로 했다.,학교현장의 방역을 이전보다 강화하기로 했다.,neutral
16858,한편 광주시는 이날 구내식당에서 전 직원을 대상으로 비상식량 시식회를 실시했다.,비상식량을 시식한 직원들의 반응은 매우 좋지 못했다.,neutral
16859,"조선민주주의인민공화국의 실세, 2인자로 불리던 장성택 조선로동당 정치국 후보위원 겸 국방위원회 부위원장 겸 최고인민회의 제11기 대의원이 사형당했다.",생전 장성택은 조선민주주의인민공화국의 실세로 불렸다.,entailment
16860,가위는 손으로 잡아 종이 등을 쉽게 자를 수 있게 하는 도구이다.,가위는 섬유등도 쉽게 자를 수 있다.,neutral
16861,또한 슈트라우는 초기부터 만년까지 관악기의 앙상블 음악에 결코 무관심하지 않았다.,또한 슈트라우는 초기부터 만년까지 관악기의 앙상블 음악에 관심이 있었다.,entailment
16862,창사 공항에 내렸는데 앞이 안 보였다.,창사 공항에 도착했는데 앞을 볼 수 없었다.,entailment
16863,빅토리아 여왕은 1837년에 즉위했으므로 60주년인 해는 1897년이다.,빅토리아 여왕이 즉위한 1837년은 태평성대를 이루었다.,neutral
16864,1편 감독 스티븐 소머즈의 부재와 주인공 듀크의 죽음이 영화를 망쳤다,주인공 듀크의 존재가 영화를 망쳤다.,contradiction
16865,계약기간은 5년이며 5개년간 예상 수출액은 128만4600달러로 허가권과 상표권은 서울제약이 갖는다.,계약기간은 5년이다.,entailment
16866,아일랜드 의 아름다운풍경과 러블리함이 느껴지는 로맨틱 영화,아일랜드의 아름다운 풍경이 나오는 로맨틱 영화.,entailment
16867,저의 여행에서 매우 만족도가 높았습니다.,여행에서 제 만족도는 낮았습니다.,contradiction
16868,아파트 바로 옆에 유명한 현지 식당이 있어요.,유명한 현지 식당은 정말 맛있어요.,neutral
16869,이와 함께 구내식당을 운영하지 않고 외부 식당을 이용하는 경우에도 부서별 점심시간 시차 운영을 지도할 예정이다.,구내식당을 운영하지 않고 외부 식당을 이용하는 경우에는 부서별 점심시간 시차 운영을 지도하지 않을 예정이다.,contradiction
16870,매우 친절한 호스트와 좋은 숙소였습니다.,호스트가 불친절했고 숙소가 별로였습니다.,contradiction
16871,관광이나 쇼핑을 하는데에 편리한 위치에 있어요.,관광하기에 나쁘지 않은 위치에요.,entailment
16872,미국 영화에는 할리우드를 다룬 작품이 많은데 그 대표작으로 이 작품을 들 수 있다.,할리우드를 다룬 영화는 없다.,contradiction
16873,"직통열차의 운임은 13,300 원으로 일반열차 보다 약 10분 가량 일찍 도착할 수 있다.",일반열차의 운임은 직통열차보다 싸다.,neutral
16874,위치는 산타마리아노벨라 역 근처이지만 번화가하고는 반대위치입니다.,산타마리아노벨라 역보다 번화가가 더 가까이 위치해있습니다.,contradiction
16875,"메르켈 총리에 3선 연임에 따라, 독일은 물론 유럽 연합의 주요 정책에 어떤 변화가 올지 국제사회의 관심이 모아지고 있다.",메르켈 총리에 3선 연임은 유럽연합 주요 정책에 큰 영향을 끼칠 것이다.,neutral
16876,또 샤워실이 3개이긴한데 물이 잘안내려갑니다.,샤워실의 배수시설이 별로입니다.,entailment
16877,"우선 성장단계별로 스타트업, 강소기업, 소부장 으뜸기업을 각각 100개씩 선정해 지원한다.",스타트업 100개를 선정해 지원한다.,entailment
16878,순천시는 국민행복민원실 선정을 위하여 2017년부터 다양한 분야에서 노력해왔다.,순천시는 국민행복민원실 선정을 지양한다.,contradiction
16879,근처에 지하철역이 여러개 있어서 움직이기 매우편합니다.,근처에 지하철 역이 3개 있습니다.,neutral
16880,소방청은 소방회계법으로 소방재정의 안정적 확보와 운용의 독립성을 강화할 수 있을 것으로 보고 있다.,지금까지는 소방회계법이 없었다.,neutral
16881,이종격투기 선수 김동현 씨가 전통혼례를 포기한 이유를 밝혔다.,김동현씨는 촉망받는 이종격투기 선수다.,neutral
16882,정복동 역할에는 배우 김병철 씨가 출연한다.,배우 김병철 씨가 정복동 역할을 맡게 됬다.,entailment
16883,벨기에 일반적 집의 형태를 느끼기에 좋아요,벨기에 일반적인 집과 동일한 형태를 가지고 있어요.,entailment
16884,전작의 진가를 안다면 절대 속편이랄수 없는 영화.,전작의 진가를 알고 있다면 절대 속편이라 할 수 없는 영화.,entailment
16885,차정원은 오는 19일 오전 독일 베를린에서 진행되는 화보촬영을 위해 인천공항을 통해 출국했다.,차정원이 출국한 것은 오는 19일 이전이다.,contradiction
16886,뉴욕타임즈는 이번 오폭이 2003년 미국이 이라크를 침공한 이래 미군이 공습으로 발생한 민간인 인명피해 가운데 최대 사례 가운데 하나가 될 수 있다고 보도했다.,"2003년 이후, 미국은 이라크를 침공한 적이 없다.",contradiction
16887,남루한 옷도 마다하지 않으며 가족을 위해 헌신했던 맹순이에게 반성문은 결혼 10주년 기념일에 내연녀 오미자와의 외도 사실을 통보하며 이혼을 요구한다.,맹순은 가족을 위해 헌신한다.,entailment
16888,숙소도 굉장히 깨끗하고 호스트도 엄청 친절해요.,위생상태가 정말 별로에요.,contradiction
16889,어릴때 키우던 강아지가 생각나 눈물날뻔했어요,어렸을 때 키웠던 강아지가 생각났어요.,entailment
16890,하지만 거래액으로는 업계 1위 이베이코리아에 한참 못 미치는 5조원대에 머물고 있다.,이베이코리아는 거래액 규모 1위이다.,entailment
16891,"사장님이 정해놓은 일정 기준이 있고, 그 기준을 넘으면 혼난다.",일정 기준을 넘어도 혼나지 않는다.,contradiction
16892,드라마를 보고 온 사람만 느낄 수 있는 재미라는 열매,드라마를 보고 온 사람은 재미를 전혀 느끼지 못한다.,contradiction
16893,엉성한 베드씬만 없다면 단막극에 적당할 내용.,베드씬은 자주 단막극에 쓰인다.,neutral
